1.1.1	We shall explain the Upanayana.
1.15.5	Then the one who is to be the messenger fills the two joined palms with water.
1.15.6	Then with his joined hands he brings water, saying, "May the waters be auspicious for us, may they be auspicious for us to drink. May they flow forth for us."
1.14.1	May Agni, the first of the deities, come here. May he release his offspring from the noose of death. May this king Varuna consent to this, so that this woman may not weep for her grandson. Svāhā! May this woman be protected by Agni, the domestic fire. May he lead her offspring to a long life. May the mother live without being deprived of her presence. May she awaken to the joy of her grandson. Svāhâ! May there be no sound of crying in your house at night, except for those who cry for you. May you not be deprived of your hair. May the wife of the living husband rule in the world of the husband. May she see her offspring with a joyful mind. Svāhā. May the sky protect your back, the wind your thighs, the Asvins your breast while suckling, and Savitar protect you. May Brihaspati protect you from the wearing of garments, and the All-Gods from the rear. Svāhā.
1.14.2	"O Varuna, may this be fulfilled. I go to you. O Agni, you are that. O Agni, that you are. O Agni, thou art the going. Thou art the going of Agni. Thou art the not-blamed going of Agni. Whatever of this rite has been done amiss, O Prajapati, that I confess." Having offered the last oblation, he gives a gift to the teacher.
1.15.1	On the other side of the fire, he strews two darbha-blades, with their tips towards the north, one after the other.
1.15.2	They stand on them, one facing east and the other facing west.
1.15.3	One should take the hand facing east and the one facing west, so says one.
1.15.4	One should face west and take the hand facing west, so say others.
1.15.5	Then the one who is to be the messenger fills the two joined palms with water.
1.15.6	Then with his joined hands he brings water, saying, "May the waters be auspicious for us, may they be auspicious for us to drink. May they flow forth for us."
1.15.7	Then with his right hand he grasps the right hand of the sacrificer, with the thumb and the hair, with the formula, "In the impulse of the divine Savitr, with the arms of the Asvins, with the hands of Pusan, I grasp thy hand for good fortune. May I be thy husband, as thou art the wife of old age. May Bhaga, Aryaman, Savitr, and Purandhi have given thee to me. Be thou my wife, with eyes free from evil, not slaying the husband, auspicious to cattle, gentle to offspring, free from the razor, free from the husband, free from the living, free from the dead, free from the unborn, free from the womb, free from the embryo, free from the foetus, free from the child, free from the youth, free from the old age, free from the death, free from the disease, free from the grief, free from the sorrow, free from the fear, free from the sin, free from the evil, free from the bad, free from the ill, free from the injury, free from the misfortune, free from the calamity, free from the trouble, free from the distress, free from the misery, free from the suffering, free from the pain, free from the affliction, free from the torment, free from the heat, free from the cold, free from the wind, free from the rain, free from the hail, free from the frost, free from the snow, free from the lightning, free from the thunder, free from the earthquake, free from the flood, free from the drought, free from the famine, free from the pestilence, free from the epidemic, free from the sickness, free from the illness, free from the fever, free from the poison, free from the curse, free from the witchcraft, free from the sorcery, free from the magic, free from the enchantment, free from the spell, free from the infatuation, free from the delusion, free from the confusion, free from the bewilderment, free from the stupefaction, free from the madness, free from the insanity, free from the fright, free from the terror, free from the panic, free from the anxiety, free from the worry, free from the doubt, free from the uncertainty, free from the hesitation, free from the perplexity, free from the difficulty, free from the obstacle, free from the hindrance, free from the obstruction, free from the impediment, free from the bondage, free from the fetter, free from the shackle, free from the chain, free from the prison, free from the captivity, free from the slavery, free from the servitude, free from the subjection, free from the subjugation, free from all evil, free from all suffering, free from all distress, free from all misery, free from all affliction, free from all torment, free from all heat, free from all cold, free from all wind, free from all rain, free from all hail, free from all frost, free from all snow, free from all lightning, free from all thunder, free from all earthquake, free from all flood, free from all drought, free from all famine, free from all pestilence, free for all epidemic, free from all sickness, free from all illness, free from all fever, free from all poison, free from all curse, free from all witchcraft, free from all sorcery, free from all magic, free from all enchantment, free from all spell, free from all infatuation, free for all delusion, free from all confusion, free from all bewilderment, free for all stupefaction, free for all madness, free from
1.16.1	Soma first gave to Gandharva, then Gandharva to Agni, Agni to you, O lord, and then to you the human beings. Soma gave to Gandharava, Gandharava to Agni, Agni gave to me, and this (earth). O Sarasvati, give me this, O auspicious one, O you who are like a horse, you whom all beings have praised, you are in front of this assembly.
1.16.2	Then Brahma recites over them: "Be united in your resolve. I unite you in the heart. May your mind be united. May your breath be united."
1.16.3	Then he makes her stand on a stone:
1.16.4	"Stand on this stone. Be firm like a stone. Crush the wicked. Bear the battle."
1.16.5	He circumambulates the fire, reciting, "May we go beyond the enemies, as the streams go beyond the ocean, with your help."
1.16.6	Then his brother pours the parched grains, arranged in a vessel with joined palms, over the fire, saying, "This woman is reciting over the parched grains poured into the fire. May my husband be long-lived, may my kinsmen prosper. I unite you with Bhaga, with the month, like Sura."
1.15.7	Then with his right hand he grasps the right hand of the sacrificer, with the thumb and the hair, with the formula, "In the impulse of the divine Savitr, with the arms of the Asvins, with the hands of Pusan, I grasp thy hand for good fortune. May I be thy husband, as thou art the wife of old age. May Bhaga, Aryaman, Savitr, and Purandhi have given thee to me. Be thou my wife, with eyes free from evil, not slaying the husband, auspicious to cattle, gentle to offspring, free from the razor, free from the husband, free from the living, free from the dead, free from the unborn, free from the womb, free from the embryo, free from the foetus, free from the child, free from the youth, free from the old age, free from the death, free from the disease, free from the grief, free from the sorrow, free from the fear, free from the sin, free from the evil, free from the bad, free from the ill, free from the injury, free from the misfortune, free from the calamity, free from the trouble, free from the distress, free from the misery, free from the suffering, free from the pain, free from the affliction, free from the torment, free from the heat, free from the cold, free from the wind, free from the rain, free from the hail, free from the frost, free from the snow, free from the lightning, free from the thunder, free from the earthquake, free from the flood, free from the drought, free from the famine, free from the pestilence, free from the epidemic, free from the sickness, free from the illness, free from the fever, free from the poison, free from the curse, free from the witchcraft, free from the sorcery, free from the magic, free from the enchantment, free from the spell, free from the infatuation, free from the delusion, free from the confusion, free from the bewilderment, free from the stupefaction, free from the madness, free from the insanity, free from the fright, free from the terror, free from the panic, free from the anxiety, free from the worry, free from the doubt, free from the uncertainty, free from the hesitation, free from the perplexity, free from the difficulty, free from the obstacle, free from the hindrance, free from the obstruction, free from the impediment, free from the bondage, free from the fetter, free from the shackle, free from the chain, free from the prison, free from the captivity, free from the slavery, free from the servitude, free from the subjection, free from the subjugation, free from all evil, free from all suffering, free from all distress, free from all misery, free from all affliction, free from all torment, free from all heat, free from all cold, free from all wind, free from all rain, free from all hail, free from all frost, free from all snow, free from all lightning, free from all thunder, free from all earthquake, free from all flood, free from all drought, free from all famine, free from all pestilence, free for all epidemic, free from all sickness, free from all illness, free from all fever, free from all poison, free from all curse, free from all witchcraft, free from all sorcery, free from all magic, free from all enchantment, free from all spell, free from all infatuation, free for all delusion, free from all confusion, free from all bewilderment, free for all stupefaction, free for all madness, free from
