1.1.1	We shall explain the Upanayana.
1.8.14	He is forty-eight years old, twenty-four, twelve, or until he is accepted.
1.8.15	But he should not be uninitiated.
1.8.16	"At the beginning and end of the section, he recites: "The lord of the gods, the wonderful, beloved, desirable, and wise Indra, I seek. Svāhā." The Kanda-rishi is the second. "O Varuna, I seek you, the true one. You are Agni, O Agni, you are Agni. You are Agni. You have come, O Prajapati. Whatever transgression there is in this rite, I confess." Here some recite the Jayā and Ātānāta mantras, and offer the Rāṣṭrabhṛt oblation as before.
1.9.1	Having studied the Vedas, one should take a bath.
1.9.2	We shall explain that.
1.9.3	One should bathe in the ascending node, in the waxing fortnight, in Rohini, in Mrigashira, in Pushya, in the two Phalguni, in Hasta, in Chitra, in the two Vishakha. One should bathe in these.
1.9.4	Having gone there, having kindled the fire, having performed the rites up to the Vyāhṛtis, he offers the Palāśa twig with the verse, "We assemble this Stoma for Jātavedas as on a chariot, with our thoughts. For our good counsel is his assembly. O Agni, may we not be deprived of your friendship. Svāhā."
1.9.5	Then he offers with the Vyāhṛti verses as before.
1.9.6	May the life of Jamadagni be three-fold, the life of Kashyapa be three-fold. May the life of the gods be three-fold; may my life be three-fold - Svāhā.
1.8.16	"At the beginning and end of the section, he recites: "The lord of the gods, the wonderful, beloved, desirable, and wise Indra, I seek. Svāhā." The Kanda-rishi is the second. "O Varuna, I seek you, the true one. You are Agni, O Agni, you are Agni. You are Agni. You have come, O Prajapati. Whatever transgression there is in this rite, I confess." Here some recite the Jayā and Ātānāta mantras, and offer the Rāṣṭrabhṛt oblation as before.
1.9.1	Having studied the Vedas, one should take a bath.
1.9.2	We shall explain that.
1.9.3	One should bathe in the ascending node, in the waxing fortnight, in Rohini, in Mrigashira, in Pushya, in the two Phalguni, in Hasta, in Chitra, in the two Vishakha. One should bathe in these.
1.9.8	Having fed the Brahmanas, having recited the auspicious benedictory verses, he releases the vow with the words, "O Agni, lord of vows, I have observed the vow."
1.9.9	Having released the vow, he worships the sun with the two verses, "That bright one has risen..."
1.9.4	Having gone there, having kindled the fire, having performed the rites up to the Vyāhṛtis, he offers the Palāśa twig with the verse, "We assemble this Stoma for Jātavedas as on a chariot, with our thoughts. For our good counsel is his assembly. O Agni, may we not be deprived of your friendship. Svāhā."
1.9.5	Then he offers with the Vyāhṛti verses as before.
1.9.6	May the life of Jamadagni be three-fold, the life of Kashyapa be three-fold. May the life of the gods be three-fold; may my life be three-fold - Svāhā.
1.9.10	"Having put on the upper garment, saying, "May Varuna release us from the highest noose,", having put on another garment, saying, "The lowest," having put on the lower garment, saying, "The middle,", having put on the girdle, saying, "'''We are the vow of the sun," having put the staff, the girdle, and the black antelope skin into the water, having sat down facing the fire, having shaved the head, saying, " "Thou art the razor, thy father is the earth, salutations to thee, do not injure me." Having shaved the beard, saying, " 
1.9.7	"This is my truth, O Varuna. You have come to us. O Agni, you are the one who has come to us. You, O Agni, have come. O Prajapati, Agni, whatever transgression I have committed in this rite." Here some offer the Jayā-invocation and the Upasthāna-invocation, saying, "O Agni, you are our protector." As before.
1.9.8	Having fed the Brahmanas, having recited the auspicious benedictory verses, he releases the vow with the words, "O Agni, lord of vows, I have observed the vow."
1.9.9	Having released the vow, he worships the sun with the two verses, "That bright one has risen..."
1.9.15	"May Devashri sow these (seeds)." He sows them.
1.9.16	"He looks at the barber with the words, "With the razor, with the well-sharpened, with the sowing, thou sowest hair and beard. May it not take away my life."
1.9.17	He first sows the beard, then the cheeks, then the hair, then the body hair, then the nails.
1.9.10	"Having put on the upper garment, saying, "May Varuna release us from the highest noose,", having put on another garment, saying, "The lowest," having put on the lower garment, saying, "The middle,", having put on the girdle, saying, "'''We are the vow of the sun," having put the staff, the girdle, and the black antelope skin into the water, having sat down facing the fire, having shaved the head, saying, " "Thou art the razor, thy father is the earth, salutations to thee, do not injure me." Having shaved the beard, saying, " 
1.9.18	Having bound the hair, beard, body-hair and nails of the sacrificer in a ball of dung of a cow, he digs it into the root of a fig-tree or a clump of darbha-grass in the cow-pen, saying, "I am digging out the sin of so and so, son of so and so."
1.9.19	Having scraped with the bone, he cleans the teeth with the fig-tree.
1.10.1	For long life, for food, for Brahmic glory, you all arrange. May I be long-lived, may I have food, may I have Brahmic glory.
1.9.11	Having given the cow to be milked, he touches the water with the formula, "Be ye auspicious to us, O waters, as ye touch."
1.9.12	"May the waters flow for life, for long life, for prosperity," he cuts the right horn of the cow.
1.9.13	"O plant, protect him," he buries the plant with its tip upwards.
1.9.14	"O Svadhita, do not injure him," he places it with the razor.
1.10.2	Then he bathes him with hot and cold water, reciting the three verses, "Water is the best, the giver of wealth," and the four verses, "The golden-hued, pure, shining ones," and with the Anuvaka beginning with "Pavamana, the giver of gold."
1.9.15	"May Devashri sow these (seeds)." He sows them.
1.9.16	"He looks at the barber with the words, "With the razor, with the well-sharpened, with the sowing, thou sowest hair and beard. May it not take away my life."
1.9.17	He first sows the beard, then the cheeks, then the hair, then the body hair, then the nails.
1.10.3	In the cow-pen, having covered and surrounded (the fire), one enters when the sun has risen. Everything is done here. This day the sun does not shine upon him. Some say, "He shines with the lustre of those who have bathed." He who shines here shines with the lustre (of those who have bathed). Therefore the face of one who has bathed seems to be shining.
1.9.18	Having bound the hair, beard, body-hair and nails of the sacrificer in a ball of dung of a cow, he digs it into the root of a fig-tree or a clump of darbha-grass in the cow-pen, saying, "I am digging out the sin of so and so, son of so and so."
1.9.19	Having scraped with the bone, he cleans the teeth with the fig-tree.
1.10.4	They bring him the fragrant sandal paste. Having sprinkled it, he says, "Salutations to the Grahas, salutations to the Abhigrahas, salutations, to the Sakas and Janghas, salutations to those goddesses who are Abhigrahis." Having made an offering to the gods in the east, he anoints himself with it, saying, "And may the fragrance of the Apsarasas and Gandharvas, the divine fragrance, and the human fragrance enter me here."
1.10.2	Then he bathes him with hot and cold water, reciting the three verses, "Water is the best, the giver of wealth," and the four verses, "The golden-hued, pure, shining ones," and with the Anuvaka beginning with "Pavamana, the giver of gold."
1.10.5	They take him in fresh clothes. Having sprinkled him, he says, "Thou art the body of Soma. Protect my body. May my body enter thy body. May my auspicious body enter thy body." Having put on the inner garment, having touched water, he sits down in the same way, wearing the outer garment, facing east, beyond the fire.
1.10.3	In the cow-pen, having covered and surrounded (the fire), one enters when the sun has risen. Everything is done here. This day the sun does not shine upon him. Some say, "He shines with the lustre of those who have bathed." He who shines here shines with the lustre (of those who have bathed). Therefore the face of one who has bathed seems to be shining.
1.10.4	They bring him the fragrant sandal paste. Having sprinkled it, he says, "Salutations to the Grahas, salutations to the Abhigrahas, salutations, to the Sakas and Janghas, salutations to those goddesses who are Abhigrahis." Having made an offering to the gods in the east, he anoints himself with it, saying, "And may the fragrance of the Apsarasas and Gandharvas, the divine fragrance, and the human fragrance enter me here."
1.10.6	They bring him the earrings, the moon-stone, the Bādarī, and the golden covering. Having bound both together with darbha-grass, he holds them above the fire and offers them with the formula, "This gold is for longevity, for lustre, for prosperity, for growth. May it enter me for victory, for prosperity. Svāhā! May I be victorious in battle, victorious in assembly, victorious in the acquisition of wealth. May all the prosperous things be united in this gold. Svāhā!" "May I be dear to the gold, as a son is dear to his father. May it make me shining with gold, dear to men. Svāhā, may it make me dear to the Brahmins. Svāhā." "May it make me dear among the gods, may it make it dear to the Brahmans. May it make it dear among the people, among the Shudras. May it make us dear to the kings. Svāhā. This herb, Oṣadhi, which saves, which endures, which is enduring, may it make us shining with gold, may it make is dear to men. May it make is dear among the Brahmins. May it make as dear to the gods. Svāhā.
